Product_ID;VendorID;Quantity;Price;Cost;Timestamp;DiscountID;MinOrderQty;MaxOrderQty;UnitType;LastUpdated
437;1492;17;35.26;37.023;00:00:00;1;5;4;CTN;00:00:00
437;1534;19;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
437;1666;16;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
438;1540;17;39.26;41.223;00:00:00;1;5;3;CTN;00:00:00
438;1656;16;45.41;47.6805;00:00:00;1;5;3;CTN;00:00:00
439;1540;17;43.33;45.4965;00:00:00;1;5;3;CTN;00:00:00
439;1656;16;43.41;45.5805;00:00:00;1;5;3;CTN;00:00:00
440;1540;17;39.26;41.223;00:00:00;1;5;3;CTN;00:00:00
440;1656;16;47.48;49.854;00:00:00;1;5;3;CTN;00:00:00
441;1540;17;37.26;39.123;00:00:00;1;5;3;CTN;00:00:00
441;1656;16;43.41;45.5805;00:00:00;1;5;3;CTN;00:00:00
442;1540;17;41.33;43.3965;00:00:00;1;5;3;CTN;00:00:00
442;1656;16;41.41;43.4805;00:00:00;1;5;3;CTN;00:00:00
443;1540;17;37.26;39.123;00:00:00;1;5;3;CTN;00:00:00
443;1656;16;45.48;47.754;00:00:00;1;5;3;CTN;00:00:00
444;1540;17;35.26;37.023;00:00:00;1;5;3;CTN;00:00:00
444;1656;16;41.41;43.4805;00:00:00;1;5;3;CTN;00:00:00
445;1540;17;39.33;41.2965;00:00:00;1;5;3;CTN;00:00:00
445;1656;16;39.41;41.3805;00:00:00;1;5;3;CTN;00:00:00
446;1540;17;35.26;37.023;00:00:00;1;5;4;CTN;00:00:00
446;1656;16;43.48;45.654;00:00:00;1;5;4;CTN;00:00:00
447;1540;17;45.41;47.6805;00:00:00;1;5;4;CTN;00:00:00
447;1656;16;39.41;41.3805;00:00:00;1;5;4;CTN;00:00:00
448;1540;17;43.41;45.5805;00:00:00;1;5;4;CTN;00:00:00
448;1656;16;37.41;39.2805;00:00:00;1;5;4;CTN;00:00:00
449;1540;17;47.48;49.854;00:00:00;1;5;4;CTN;00:00:00
449;1656;16;41.48;43.554;00:00:00;1;5;4;CTN;00:00:00
450;1540;17;43.41;45.5805;00:00:00;1;5;4;CTN;00:00:00
450;1656;16;37.41;39.2805;00:00:00;1;5;4;CTN;00:00:00
451;1540;17;41.41;43.4805;00:00:00;1;5;4;CTN;00:00:00
451;1656;16;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
452;1540;17;45.48;47.754;00:00:00;1;5;4;CTN;00:00:00
452;1656;16;39.48;41.454;00:00:00;1;5;5;CTN;00:00:00
453;1540;17;41.41;43.4805;00:00:00;1;5;5;CTN;00:00:00
453;1656;16;35.41;37.1805;00:00:00;1;5;5;CTN;00:00:00
454;1540;17;39.41;41.3805;00:00:00;1;5;5;CTN;00:00:00
454;1656;16;45.26;47.523;00:00:00;1;5;5;CTN;00:00:00
455;1540;17;43.48;45.654;00:00:00;1;5;5;CTN;00:00:00
455;1656;16;43.26;45.423;00:00:00;1;5;5;CTN;00:00:00
456;1540;17;39.41;41.3805;00:00:00;1;5;5;CTN;00:00:00
456;1656;16;47.33;49.6965;00:00:00;1;5;5;CTN;00:00:00
457;1540;17;37.41;39.2805;00:00:00;1;5;5;CTN;00:00:00
457;1656;16;43.26;45.423;00:00:00;1;5;5;CTN;00:00:00
458;1540;17;41.48;43.554;00:00:00;1;5;5;CTN;00:00:00
458;1656;16;41.26;43.323;00:00:00;1;5;5;CTN;00:00:00
459;1540;17;37.41;39.2805;00:00:00;1;5;5;CTN;00:00:00
459;1656;16;45.33;47.5965;00:00:00;1;5;5;CTN;00:00:00
460;1540;17;35.41;37.1805;00:00:00;1;5;5;CTN;00:00:00
460;1656;16;41.26;43.323;00:00:00;1;5;5;CTN;00:00:00
461;1540;17;39.48;41.454;00:00:00;1;5;5;DZ;00:00:00
462;1510;18;45.41;47.6805;00:00:00;1;5;3;CS;00:00:00
463;1582;18;45.26;47.523;00:00:00;1;5;2;CAN;00:00:00
464;1582;18;43.26;45.423;00:00:00;1;5;3;CAN;00:00:00
465;1582;18;47.33;49.6965;00:00:00;1;5;4;CAN;00:00:00
466;1582;18;43.26;45.423;00:00:00;1;5;3;CAN;00:00:00
467;1582;18;41.26;43.323;00:00:00;1;5;3;CAN;00:00:00
468;1582;18;45.33;47.5965;00:00:00;1;5;3;CAN;00:00:00
469;1582;18;41.26;43.323;00:00:00;1;5;5;CAN;00:00:00
470;1582;18;39.26;41.223;00:00:00;1;5;2;CAN;00:00:00
471;1582;18;43.33;45.4965;00:00:00;1;5;300;CAN;00:00:00
472;1582;18;39.26;41.223;00:00:00;1;5;400;CAN;00:00:00
473;1582;18;37.26;39.123;00:00:00;1;5;500;CAN;00:00:00
474;1582;18;41.33;43.3965;00:00:00;1;5;700;CAN;00:00:00
475;1582;18;37.26;39.123;00:00:00;1;5;500;CAN;00:00:00
476;1568;15;15.13;15.8865;00:00:00;100;1000;300;EA;00:00:00
477;1568;15;11.11;11.6655;00:00:00;100;1000;300;EA;00:00:00
478;1568;15;10.56;11.088;00:00:00;100;1000;200;EA;00:00:00
479;1568;15;15.13;15.8865;00:00:00;100;1000;300;EA;00:00:00
480;1568;15;11.11;11.6655;00:00:00;100;1000;400;EA;00:00:00
481;1568;15;10.56;11.088;00:00:00;100;1000;300;EA;00:00:00
482;1568;15;8.34;8.757;00:00:00;100;1000;300;EA;00:00:00
483;1568;15;9.23;9.6915;00:00:00;100;1000;500;EA;00:00:00
484;1568;15;6.55;6.8775;00:00:00;100;1000;300;EA;00:00:00
485;1568;15;7.43;7.8015;00:00:00;100;1000;300;EA;00:00:00
486;1568;15;8.34;8.757;00:00:00;100;1000;400;EA;00:00:00
487;1568;15;5.53;5.8065;00:00:00;100;1000;300;EA;00:00:00
488;1568;15;8.44;8.862;00:00:00;100;1000;300;EA;00:00:00
489;1568;15;9.97;10.4685;00:00:00;100;1000;300;EA;00:00:00
490;1592;16;12.11;12.7155;00:00:00;1;5;400;CAN;00:00:00
490;1662;16;11.77;12.3585;00:00:00;1;5;500;CAN;00:00:00
491;1548;15;19.03;19.9815;00:00:00;1;5;3;CAN;00:00:00
491;1592;16;18.99;19.9395;00:00:00;1;5;100;CAN;00:00:00
492;1584;16;48.33;50.7465;00:00:00;20;100;400;GAL;00:00:00
492;1692;17;47.87;50.2635;00:00:00;20;100;60;GAL;00:00:00
493;1584;16;55.49;58.2645;00:00:00;20;100;70;GAL;00:00:00
493;1692;17;54.43;57.1515;00:00:00;20;100;90;GAL;00:00:00
494;1584;16;48.33;50.7465;00:00:00;20;100;80;GAL;00:00:00
494;1692;17;50.67;53.2035;00:00:00;20;100;60;GAL;00:00:00
495;1584;16;59.93;62.9265;00:00:00;20;100;4;GAL;00:00:00
495;1692;17;60.66;63.693;00:00:00;20;100;50;GAL;00:00:00
496;1584;16;47.29;49.6545;00:00:00;20;100;70;GAL;00:00:00
496;1692;17;46.58;48.909;00:00:00;20;100;60;GAL;00:00:00
497;1566;17;32.56;34.188;00:00:00;1;5;3;CS;00:00:00
504;1690;17;46.44;48.762;00:00:00;1;5;3;CS;00:00:00
505;1612;16;42.11;44.2155;00:00:00;1;5;3;CS;00:00:00
506;1504;15;8.76;9.198;00:00:00;20;100;60;DZ;00:00:00
507;1530;15;22.28;23.394;00:00:00;100;1000;70;EA;00:00:00
507;1624;15;21.11;22.1655;00:00:00;100;1000;3;EA;00:00:00
508;1530;15;26.33;27.6465;00:00:00;100;1000;5;EA;00:00:00
508;1624;15;27.89;29.2845;00:00:00;100;1000;4;EA;00:00:00
509;1680;16;34.55;36.2775;00:00:00;100;1000;3;EA;00:00:00
510;1526;18;22.29;23.4045;00:00:00;100;1000;4;EA;00:00:00
510;1646;15;21.98;23.079;00:00:00;100;1000;300;EA;00:00:00
511;1526;18;26.54;27.867;00:00:00;100;1000;500;EA;00:00:00
511;1646;15;27.88;29.274;00:00:00;100;1000;300;EA;00:00:00
512;1646;15;33.31;34.9755;00:00:00;100;1000;300;EA;00:00:00
512;1654;17;35.32;37.086;00:00:00;100;1000;400;EA;00:00:00
513;1664;17;25.33;26.5965;00:00:00;100;1000;200;EA;00:00:00
513;1682;19;37.33;39.1965;00:00:00;100;1000;100;EA;00:00:00
523;1560;17;10.22;10.731;00:00:00;100;1000;300;EA;00:00:00
523;1620;16;9.89;10.3845;00:00:00;100;1000;140;EA;00:00:00
524;1560;17;13.45;14.1225;00:00:00;100;1000;300;EA;00:00:00
524;1626;18;12.35;12.9675;00:00:00;100;1000;50;EA;00:00:00
525;1600;15;2.21;2.3205;00:00:00;100;1000;50;EA;00:00:00
526;1522;15;3.47;3.6435;00:00:00;100;1000;50;EA;00:00:00
527;1644;18;6.43;6.7515;00:00:00;100;1000;50;DZ;00:00:00
528;1618;16;36.34;38.157;00:00:00;1;5;50;CTN;00:00:00
530;1494;17;15.32;16.086;00:00:00;100;1000;50;EA;00:00:00
535;1508;15;3.32;3.486;00:00:00;100;1000;50;EA;00:00:00
679;1544;15;5.5;5.775;00:00:00;100;1000;300;EA;00:00:00
679;1694;15;5.9;6.195;00:00:00;100;1000;300;EA;00:00:00
707;1520;30;13.25;13.0863;00:00:00;4;200;25;EA;12:20:28.330000000
708;1520;30;13.25;13.0863;00:00:00;4;200;25;EA;12:20:28.330000001
709;1574;12;3.1;3.4;00:00:00;100;500;150;EA;12:20:28.330000002
710;1574;12;3.12;3.4;00:00:00;100;500;150;EA;12:20:28.330000003
711;1520;45;13.88;13.08;00:00:00;50;750;300;EA;12:20:28.330000004
712;1636;45;6.55;6.92;00:00:00;100;1000;630;EA;12:20:28.330000005
713;1636;45;37.45;38.49;00:00:00;100;1000;600;EA;12:20:28.330000006
714;1636;45;37.8;38.49;00:00:00;100;1000;350;EA;12:20:28.330000007
715;1636;45;37.8;38.49;00:00:00;100;1000;100;EA;12:20:28.330000008
716;1636;45;38.05;38.75;00:00:00;100;1000;750;EA;12:20:28.330000009
841;1636;60;26.75;24.75;00:00:00;75;500;300;EA;12:20:28.330000010
842;1518;120;54.2;51.56;00:00:00;100;600;225;EA;12:20:28.330000011
843;1518;10;8.5;10.31;00:00:00;50;200;75;EA;12:20:28.330000012
844;1518;25;8.5;8.25;00:00:00;150;500;300;EA;12:20:28.330000013
845;1518;25;10.75;10.3;00:00:00;150;500;250;EA;12:20:28.330000014
846;1518;30;4.5;5.77;00:00:00;150;500;175;EA;12:20:28.33
847;1518;30;14.5;4.43;00:00:00;150;500;150;EA;12:20:28.33
848;1518;45;15.75;18.56;00:00:00;50;300;150;EA;12:20:28.33
849;1594;45;24.75;24.75;00:00:00;5000;10000;5000;EA;12:20:28.33
850;1594;45;24.75;24.75;00:00:00;5000;10000;5000;EA;12:20:28.33
851;1594;45;24.75;24.75;00:00:00;5000;10000;5000;EA;12:20:28.33
852;1594;60;32.35;30.94;00:00:00;500;8000;750;EA;12:20:28.33
853;1594;60;32.35;30.94;00:00:00;500;8000;750;EA;12:20:28.33
854;1594;60;32.35;30.94;00:00:00;500;8000;750;EA;12:20:28.33
855;1594;60;38.5;37.1;00:00:00;500;5000;1050;EA;12:20:28.33
856;1594;60;37.5;37.1;00:00:00;500;5000;1000;EA;12:20:28.343
857;1594;60;37.5;37.1;00:00:00;500;5000;1000;EA;12:20:28.343
858;1676;15;8.75;9.15;00:00:00;500;5000;700;EA;12:20:28.343
859;1676;15;8.75;9.15;00:00:00;500;5000;700;EA;12:20:28.343
860;1676;15;8.75;9.15;00:00:00;500;5000;700;EA;12:20:28.343
861;1676;25;15.5;15.67;00:00:00;500;5000;900;EA;12:20:28.343
862;1676;25;15.5;15.67;00:00:00;500;5000;900;EA;12:20:28.343
863;1676;25;15.5;15.67;00:00:00;500;5000;900;EA;12:20:28.343
864;1676;35;23.2;23.75;00:00:00;1000;7500;1250;EA;12:20:28.343
865;1676;35;23.2;23.75;00:00:00;1000;7500;1250;EA;12:20:28.343
866;1676;35;23.2;23.75;00:00:00;1000;7500;1250;EA;12:20:28.343
867;1676;25;25.45;26.18;00:00:00;1000;7500;2000;EA;12:20:28.343
868;1676;25;25.45;26.18;00:00:00;1000;7500;2000;EA;12:20:28.343
869;1676;25;25.45;26.18;00:00:00;1000;7500;2000;EA;12:20:28.343
870;1546;45;1.87;1.87;00:00:00;500;2500;1500;EA;12:20:28.343
871;1546;45;3.74;3.74;00:00:00;500;2500;500;EA;12:20:28.343
872;1546;45;3;3.36;00:00:00;500;2500;1000;EA;12:20:28.343
873;1546;45;0.8;0.86;00:00:00;1500;15000;8000;EA;12:20:28.343
874;1574;25;3;2.36;00:00:00;1500;15000;8000;EA;12:20:28.343
875;1574;25;3;2.36;00:00:00;1500;15000;8000;EA;12:20:28.343
876;1546;45;48;33.88;00:00:00;100;500;250;EA;12:20:28.343
877;1546;45;3;2.97;00:00:00;100;500;150;EA;12:20:28.343
878;1546;45;8.22;8.22;00:00:00;100;500;150;EA;12:20:28.343
879;1546;45;49;59.46;00:00:00;100;500;400;EA;12:20:28.343
880;1546;45;19;20.56;00:00:00;500;1500;1000;EA;12:20:28.343
881;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
882;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
883;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
884;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
907;1576;19;78.89;82.8345;00:00:00;100;1000;1500;EA;00:00:00
908;1570;15;20.09;21.0945;00:00:00;100;1000;2000;EA;00:00:00
908;1696;17;20.09;21.0945;00:00:00;100;1000;3000;EA;00:00:00
909;1570;15;28.99;30.4395;00:00:00;100;1000;300;EA;00:00:00
909;1696;17;28.99;30.4395;00:00:00;100;1000;4;EA;00:00:00
910;1610;18;38.99;40.9395;00:00:00;100;1000;300;EA;00:00:00
910;1696;17;38.99;40.9395;00:00:00;100;1000;500;EA;00:00:00
911;1542;18;20.09;21.0945;00:00:00;100;1000;400;EA;00:00:00
911;1696;17;20.09;21.0945;00:00:00;100;1000;200;EA;00:00:00
912;1542;18;28.99;30.4395;00:00:00;100;1000;300;EA;00:00:00
912;1696;17;28.99;30.4395;00:00:00;100;1000;400;EA;00:00:00
913;1570;15;38.99;40.9395;00:00:00;100;1000;300;EA;00:00:00
913;1696;17;38.99;40.9395;00:00:00;100;1000;4;EA;00:00:00
914;1672;15;20.09;21.0945;00:00:00;100;1000;5;EA;00:00:00
914;1696;17;20.09;21.0945;00:00:00;100;1000;3;EA;00:00:00
915;1672;15;28.99;30.4395;00:00:00;100;1000;300;EA;00:00:00
915;1696;17;28.99;30.4395;00:00:00;100;1000;50;EA;00:00:00
916;1672;15;38.99;40.9395;00:00:00;100;1000;50;EA;00:00:00
916;1696;17;38.99;40.9395;00:00:00;100;1000;50;EA;00:00:00
921;1498;19;5.32;5.586;00:00:00;100;1000;50;EA;00:00:00
922;1652;19;6.22;6.531;00:00:00;100;1000;50;EA;00:00:00
923;1652;19;5.89;6.1845;00:00:00;100;1000;50;EA;00:00:00
928;1538;19;30.71;32.2455;00:00:00;100;1000;50;EA;00:00:00
928;1632;19;31.21;32.7705;00:00:00;100;1000;50;EA;00:00:00
929;1538;19;34.82;36.561;00:00:00;100;1000;50;EA;00:00:00
929;1632;19;35.32;37.086;00:00:00;100;1000;50;EA;00:00:00
930;1498;19;40.49;42.5145;00:00:00;100;1000;50;EA;00:00:00
930;1632;19;40.99;43.0395;00:00:00;100;1000;50;EA;00:00:00
931;1588;19;32.71;34.3455;00:00:00;100;1000;50;EA;00:00:00
931;1684;19;33.21;34.8705;00:00:00;100;1000;50;EA;00:00:00
932;1588;19;37.37;39.2385;00:00:00;100;1000;50;EA;00:00:00
932;1684;19;37.87;39.7635;00:00:00;100;1000;50;EA;00:00:00
933;1652;19;41.39;43.4595;00:00:00;100;1000;50;EA;00:00:00
933;1684;19;41.89;43.9845;00:00:00;100;1000;300;EA;00:00:00
934;1652;19;35.83;37.6215;00:00:00;100;1000;400;EA;00:00:00
934;1684;19;36.33;38.1465;00:00:00;100;1000;300;EA;00:00:00
935;1506;18;29.99;31.4895;00:00:00;100;1000;300;EA;00:00:00
935;1658;15;29.99;31.4895;00:00:00;100;1000;2;EA;00:00:00
936;1506;18;45.99;48.2895;00:00:00;100;1000;300;EA;00:00:00
936;1658;15;45.99;48.2895;00:00:00;100;1000;2;EA;00:00:00
937;1638;18;59.99;62.9895;00:00:00;100;1000;300;EA;00:00:00
938;1586;16;29.99;31.4895;00:00:00;100;1000;300;EA;00:00:00
938;1680;16;29.99;31.4895;00:00:00;100;1000;3;EA;00:00:00
939;1586;16;45.99;48.2895;00:00:00;100;1000;300;EA;00:00:00
939;1680;16;45.99;48.2895;00:00:00;100;1000;500;EA;00:00:00
940;1508;15;59.99;62.9895;00:00:00;100;1000;600;EA;00:00:00
941;1628;17;59.99;62.9895;00:00:00;100;1000;60;EA;00:00:00
948;1576;19;78.89;82.8345;00:00:00;100;1000;70;EA;00:00:00
952;1674;19;14.99;15.7395;00:00:00;20;100;60;DZ;00:00:00
